-0.22123,-218.0,-15.0,151.0,-1.0,-74.0,-65.0,0.4587,0.46731999999999996,-0.47841000000000006,0.99324,0.48148,-0.32254,-0.5
-0.50568,2.0,-218.0,-15.0,151.0,-1.0,-74.0,-0.49038000000000004,0.4587,0.46731999999999996,-0.47841000000000006,0.99324,0.48148,-1.75
-0.073529,-10.5,2.0,-218.0,-15.0,151.0,-1.0,0.43518999999999997,-0.49038000000000004,0.4587,0.46731999999999996,-0.47841000000000006,0.99324,-1.0
1.2139,-54.0,-10.5,2.0,-218.0,-15.0,151.0,0.84983,0.43518999999999997,-0.49038000000000004,0.4587,0.46731999999999996,-0.47841000000000006,-0.7
0.48201000000000005,45.0,-54.0,-10.5,2.0,-218.0,-15.0,0.36364,0.84983,0.43518999999999997,-0.49038000000000004,0.4587,0.46731999999999996,-2.0
-0.24770999999999999,-5.0,45.0,-54.0,-10.5,2.0,-218.0,0.95816,0.36364,0.84983,0.43518999999999997,-0.49038000000000004,0.4587,-1.2
-0.041667,-343.0,-5.0,45.0,-54.0,-10.5,2.0,-0.26636,0.95816,0.36364,0.84983,0.43518999999999997,-0.49038000000000004,-1.4
-0.40476,-326.0,-343.0,-5.0,45.0,-54.0,-10.5,-0.90535,-0.26636,0.95816,0.36364,0.84983,0.43518999999999997,-1.6
-0.69684,-47.0,-326.0,-343.0,-5.0,45.0,-54.0,0.7638199999999999,-0.90535,-0.26636,0.95816,0.36364,0.84983,-0.7
0.10976,-1.0,-47.0,-326.0,-343.0,-5.0,45.0,0.8256100000000001,0.7638199999999999,-0.90535,-0.26636,0.95816,0.36364,-0.9
0.25,-46.0,-1.0,-47.0,-326.0,-343.0,-5.0,0.6441100000000001,0.8256100000000001,0.7638199999999999,-0.90535,-0.26636,0.95816,-1.1
-0.36184,-328.0,-46.0,-1.0,-47.0,-326.0,-343.0,-0.33649,0.6441100000000001,0.8256100000000001,0.7638199999999999,-0.90535,-0.26636,-1.3
1.4965,-246.0,-328.0,-46.0,-1.0,-47.0,-326.0,0.56228,-0.33649,0.6441100000000001,0.8256100000000001,0.7638199999999999,-0.90535,-0.4
0.020468,-510.0,-246.0,-328.0,-46.0,-1.0,-47.0,0.082993,0.56228,-0.33649,0.6441100000000001,0.8256100000000001,0.7638199999999999,-0.5
0.14063,9.0,-510.0,-246.0,-328.0,-46.0,-1.0,0.094996,0.082993,0.56228,-0.33649,0.6441100000000001,0.8256100000000001,-0.6
-0.18354,-43.0,9.0,-510.0,-246.0,-328.0,-46.0,0.066971,0.094996,0.082993,0.56228,-0.33649,0.6441100000000001,-0.8
-0.5,-85.0,-43.0,9.0,-510.0,-246.0,-328.0,0.0023828000000000005,0.066971,0.094996,0.082993,0.56228,-0.33649,-1.0
-0.46048999999999995,-326.0,-85.0,-43.0,9.0,-510.0,-246.0,-0.33610999999999996,0.0023828000000000005,0.066971,0.094996,0.082993,0.56228,-1.1
-0.47771,-303.0,-326.0,-85.0,-43.0,9.0,-510.0,-0.9630799999999999,-0.33610999999999996,0.0023828000000000005,0.066971,0.094996,0.082993,-1.3
0.0,-114.0,-303.0,-326.0,-85.0,-43.0,9.0,0.5824199999999999,-0.9630799999999999,-0.33610999999999996,0.0023828000000000005,0.066971,0.094996,-0.3
0.064444,-61.0,-114.0,-303.0,-326.0,-85.0,-43.0,0.63457,0.5824199999999999,-0.9630799999999999,-0.33610999999999996,0.0023828000000000005,0.066971,-0.3
-0.34091,-165.0,-61.0,-114.0,-303.0,-326.0,-85.0,0.25843,0.63457,0.5824199999999999,-0.9630799999999999,-0.33610999999999996,0.0023828000000000005,-0.25
-0.20093,-154.0,-165.0,-61.0,-114.0,-303.0,-326.0,-0.14554,0.25843,0.63457,0.5824199999999999,-0.9630799999999999,-0.33610999999999996,-0.15
-0.31395,-58.0,-154.0,-165.0,-61.0,-114.0,-303.0,-0.28986,-0.14554,0.25843,0.63457,0.5824199999999999,-0.9630799999999999,-0.25
-0.40654,-39.0,-58.0,-154.0,-165.0,-61.0,-114.0,-0.43088999999999994,-0.28986,-0.14554,0.25843,0.63457,0.5824199999999999,-0.35
0.046296,-105.0,-39.0,-58.0,-154.0,-165.0,-61.0,0.8894700000000001,-0.43088999999999994,-0.28986,-0.14554,0.25843,0.63457,0.65
0.9863799999999999,92.0,-105.0,-39.0,-58.0,-154.0,-165.0,0.98562,0.8894700000000001,-0.43088999999999994,-0.28986,-0.14554,0.25843,0.75
0.006896600000000001,6.0,92.0,-105.0,-39.0,-58.0,-154.0,-0.90164,0.98562,0.8894700000000001,-0.43088999999999994,-0.28986,-0.14554,-0.25
-0.06,-10.0,6.0,92.0,-105.0,-39.0,-58.0,0.98895,-0.90164,0.98562,0.8894700000000001,-0.43088999999999994,-0.28986,0.75
0.032257999999999995,112.0,-10.0,6.0,92.0,-105.0,-39.0,-0.062762,0.98895,-0.90164,0.98562,0.8894700000000001,-0.43088999999999994,-0.35
-0.16537000000000002,-10.0,112.0,-10.0,6.0,92.0,-105.0,-0.35211,-0.062762,0.98895,-0.90164,0.98562,0.8894700000000001,-0.45
-0.14934,-5.5,-10.0,112.0,-10.0,6.0,92.0,-0.48322,-0.35211,-0.062762,0.98895,-0.90164,0.98562,-1.1
-0.45,167.0,-5.5,-10.0,112.0,-10.0,6.0,-0.61187,-0.48322,-0.35211,-0.062762,0.98895,-0.90164,-1.8
0.080442,-325.0,167.0,-5.5,-10.0,112.0,-10.0,0.69296,-0.61187,-0.48322,-0.35211,-0.062762,0.98895,0.2
0.36184,103.0,-325.0,167.0,-5.5,-10.0,112.0,0.79776,0.69296,-0.61187,-0.48322,-0.35211,-0.062762,0.1
-0.18327000000000002,-402.0,103.0,-325.0,167.0,-5.5,-10.0,0.9068299999999999,0.79776,0.69296,-0.61187,-0.48322,-0.35211,0.0
0.18627,117.0,-402.0,103.0,-325.0,167.0,-5.5,0.063636,0.9068299999999999,0.79776,0.69296,-0.61187,-0.48322,-1.2
-0.4375,6.0,117.0,-402.0,103.0,-325.0,167.0,0.084034,0.063636,0.9068299999999999,0.79776,0.69296,-0.61187,-1.4
-0.8699600000000001,-1.0,6.0,117.0,-402.0,103.0,-325.0,0.9928600000000001,0.084034,0.063636,0.9068299999999999,0.79776,0.69296,-0.5
-0.13635999999999998,10.0,-1.0,6.0,117.0,-402.0,103.0,0.97959,0.9928600000000001,0.084034,0.063636,0.9068299999999999,0.79776,-0.6
0.19444,-28.0,10.0,-1.0,6.0,117.0,-402.0,0.86667,0.97959,0.9928600000000001,0.084034,0.063636,0.9068299999999999,-0.7
0.058824,-3.0,-28.0,10.0,-1.0,6.0,117.0,0.94139,0.86667,0.97959,0.9928600000000001,0.084034,0.063636,-0.9
0.048387,-4.0,-3.0,-28.0,10.0,-1.0,6.0,0.97683,0.94139,0.86667,0.97959,0.9928600000000001,0.084034,-1.1
0.23333,-37.0,-4.0,-3.0,-28.0,10.0,-1.0,0.77698,0.97683,0.94139,0.86667,0.97959,0.9928600000000001,-1.3
